company_id,type,rule_id,text,confidence_pct
JSWENERGY,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
JSWENERGY,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
JSWENERGY,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
JSWSTEEL,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
JSWSTEEL,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
JSWSTEEL,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
JSWSTEEL,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
KOTAKBANK,con,CON_1,Debt-to-equity ratio of 4.00 is elevated and warrants monitoring.,90
KOTAKBANK,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
KOTAKBANK,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
KOTAKBANK,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
KOTAKBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
KOTAKBANK,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
LICI,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
LICI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LICI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LICI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,94
LICI,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
LICI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
LODHA,con,CON_12,Revenue growth below 5% over five years suggests weak business momentum.,90
LODHA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
LT,con,CON_3,Operating margins declining for three consecutive years suggest pricing or cost pressure.,85
LT,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
LT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LT,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
LT,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
LT,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
LTIM,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
LTIM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LTIM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LTIM,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
LTIM,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
LTIM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
LTIM,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
LTIM,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
M&M,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
M&M,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
MARUTI,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
MARUTI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MARUTI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
MARUTI,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
MARUTI,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
MOTHERSON,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
MOTHERSON,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MOTHERSON,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
MOTHERSON,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
NAUKRI,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
NAUKRI,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
NAUKRI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NAUKRI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
NAUKRI,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
NESTLEIND,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
NESTLEIND,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
NESTLEIND,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NESTLEIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
NESTLEIND,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
NESTLEIND,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
NHPC,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
NHPC,con,CON_12,Revenue growth below 5% over five years suggests weak business momentum.,90
NHPC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NHPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NHPC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
NHPC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
NTPC,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
NTPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NTPC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
NTPC,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
ONGC,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
ONGC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ONGC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ONGC,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
PFC,con,CON_1,Debt-to-equity ratio of 8.52 is elevated and warrants monitoring.,90
PFC,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
PFC,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
PFC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
PIDILITIND,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
PIDILITIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
PIDILITIND,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
PIDILITIND,pro,PRO_12,Growing asset base funded with declining debt reflects self-sustaining growth.,90
PNB,con,CON_1,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,90
PNB,con,CON_2,Free cash flow negative for three consecutive years raises concern about cash generation quality.,92
PNB,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PNB,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
POWERGRID,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
POWERGRID,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
POWERGRID,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
POWERGRID,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
RECLTD,con,CON_1,Debt-to-equity ratio of 6.42 is elevated and warrants monitoring.,90
RECLTD,con,CON_2,Free cash flow negative for three consecutive years raises concern about cash generation quality.,92
RECLTD,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
RECLTD,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
RECLTD,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
RELIANCE,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
RELIANCE,pro,FALLBACK_PRO,No major strengths identified using the available financial rules.,60
SBILIFE,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
SBILIFE,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,94
SBILIFE,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
SBILIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SBILIFE,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
SHREECEM,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
SHREECEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SHRIRAMFIN,con,CON_1,Debt-to-equity ratio of 3.99 is elevated and warrants monitoring.,90
SHRIRAMFIN,con,CON_2,Free cash flow negative for three consecutive years raises concern about cash generation quality.,92
SHRIRAMFIN,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
SHRIRAMFIN,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
SHRIRAMFIN,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
SHRIRAMFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
SHRIRAMFIN,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
SHRIRAMFIN,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
SIEMENS,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
SIEMENS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SIEMENS,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SIEMENS,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
SUNPHARMA,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
SUNPHARMA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
SUNPHARMA,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
SUNPHARMA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
SUNPHARMA,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
SUNPHARMA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SUNPHARMA,pro,PRO_12,Growing asset base funded with declining debt reflects self-sustaining growth.,90
TATACONSUM,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
TATACONSUM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATACONSUM,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TATACONSUM,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
TATACONSUM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
TATACONSUM,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
TATAMOTORS,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
TATAMOTORS,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
TATAMOTORS,pro,PRO_12,Growing asset base funded with declining debt reflects self-sustaining growth.,90
TATAPOWER,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
TATAPOWER,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TATAPOWER,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
TATASTEEL,con,CON_3,Operating margins declining for three consecutive years suggest pricing or cost pressure.,85
TATASTEEL,con,CON_5,Revenue contraction over two consecutive years indicates weakening business momentum.,82
TATASTEEL,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
TATASTEEL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
TCS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
TCS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
TCS,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
TCS,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
TCS,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
TECHM,con,CON_7,Dividend payout ratio above 100% may not be sustainable over the long term.,90
TECHM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TECHM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
TECHM,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
TECHM,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
TITAN,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
TITAN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TITAN,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
TITAN,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
TITAN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TITAN,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
TITAN,pro,PRO_11,Revenue growth outpacing profit growth indicates improving operating leverage potential.,75
TORNTPHARM,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
TORNTPHARM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TORNTPHARM,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
TORNTPHARM,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
TORNTPHARM,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
TORNTPHARM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TORNTPHARM,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
TRENT,con,FALLBACK_CON,No significant financial risks identified using the available financial rules.,60
TRENT,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
TRENT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TRENT,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
TVSMOTOR,con,CON_1,Debt-to-equity ratio of 3.83 is elevated and warrants monitoring.,90
TVSMOTOR,con,CON_2,Free cash flow negative for three consecutive years raises concern about cash generation quality.,92
TVSMOTOR,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TVSMOTOR,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
ULTRACEMCO,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
ULTRACEMCO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ULTRACEMCO,pro,PRO_6,Net profit compounding above 20% over five years creates significant shareholder value.,91
ULTRACEMCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ULTRACEMCO,pro,PRO_8,Positive free cash flow supports sustainable shareholder distributions.,82
ULTRACEMCO,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
UNIONBANK,con,CON_1,Debt-to-equity ratio of 12.82 is elevated and warrants monitoring.,90
UNIONBANK,con,CON_6,Interest coverage ratio below 1.5x indicates elevated debt servicing risk.,94
UNIONBANK,con,CON_8,"Borrowings have increased for three consecutive years, indicating rising leverage.",85
UNIONBANK,pro,PRO_4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
UNIONBANK,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,87
